,cls_id,label,score,coordinate,box,is_measurement_column
0,0,cell,0.9731632471084595,"[247.2122802734375, 1417.2315673828125, 1199.5037841796875, 1680.4102783203125]",False,
1,0,cell,0.9721142053604126,"[1195.8402099609375, 1393.009033203125, 2865.145751953125, 1678.8526611328125]",False,
2,0,cell,0.9586617946624756,"[294.9110107421875, 844.703857421875, 1209.2845458984375, 997.45849609375]",False,
3,0,cell,0.9581049084663391,"[1689.8529052734375, 826.0762329101562, 2391.710693359375, 983.9085693359375]",False,
4,0,cell,0.9576729536056519,"[1205.7677001953125, 833.732421875, 1693.6611328125, 992.9671020507812]",False,
5,0,cell,0.9563097953796387,"[2386.52587890625, 815.75927734375, 2812.572265625, 978.1395874023438]",False,
6,0,cell,0.9550216197967529,"[264.21160888671875, 2999.030517578125, 814.8322143554688, 3120.583740234375]",False,
7,0,cell,0.9538649320602417,"[1175.9144287109375, 3470.49658203125, 1762.5537109375, 3599.987060546875]",False,
8,0,cell,0.9538440108299255,"[225.30645751953125, 3460.315673828125, 793.9547119140625, 3591.330322265625]",False,
9,0,cell,0.9534396529197693,"[254.6845703125, 3114.558349609375, 810.68408203125, 3234.469970703125]",False,
10,0,cell,0.9529626369476318,"[236.8931121826172, 3344.3583984375, 800.17919921875, 3466.787109375]",False,
11,0,cell,0.9526103734970093,"[1186.344482421875, 3004.728271484375, 1756.4849853515625, 3127.715087890625]",False,
12,0,cell,0.9525948166847229,"[180.88404846191406, 1640.2137451171875, 3001.412841796875, 2364.004150390625]",False,
13,0,cell,0.9522625207901001,"[245.18775939941406, 3229.172119140625, 805.6061401367188, 3348.4765625]",False,
14,0,cell,0.9517834186553955,"[2151.01513671875, 3006.313232421875, 2716.193359375, 3128.9072265625]",False,
15,0,cell,0.9511281847953796,"[1178.3179931640625, 3352.25341796875, 1761.325439453125, 3475.783935546875]",False,
16,0,cell,0.9509932994842529,"[2145.873046875, 2894.8046875, 2708.163330078125, 3010.05859375]",False,
17,0,cell,0.9508160352706909,"[2159.457275390625, 3242.01123046875, 2733.324462890625, 3362.186279296875]",False,
18,0,cell,0.9507659673690796,"[2141.44287109375, 2784.918212890625, 2700.265380859375, 2897.9287109375]",False,
19,0,cell,0.9507632851600647,"[316.81207275390625, 547.96044921875, 2792.64013671875, 679.5888061523438]",False,
20,0,cell,0.950438916683197,"[273.4430847167969, 2889.5341796875, 819.5867919921875, 3002.9931640625]",False,
21,0,cell,0.9501511454582214,"[2164.19970703125, 3356.947265625, 2743.364501953125, 3484.324462890625]",False,
22,0,cell,0.949833869934082,"[1181.031494140625, 3237.453369140625, 1759.7386474609375, 3357.3515625]",False,
23,0,cell,0.9497383832931519,"[1183.8875732421875, 3122.632080078125, 1758.031494140625, 3242.140380859375]",False,
24,0,cell,0.9489014744758606,"[1198.7647705078125, 1305.9921875, 2846.866455078125, 1418.8782958984375]",False,
25,0,cell,0.9487534165382385,"[282.07568359375, 2779.056640625, 823.7804565429688, 2892.9150390625]",False,
26,0,cell,0.9486116766929626,"[2131.35888671875, 2439.5625, 2677.960693359375, 2567.853271484375]",True,MEASUREMENT(mm)
27,0,cell,0.9485443234443665,"[1191.361328125, 2780.84521484375, 1752.596435546875, 2895.698486328125]",False,
28,0,cell,0.9484002590179443,"[2172.937744140625, 3602.458984375, 2758.982177734375, 3733.278076171875]",False,
29,0,cell,0.9483932256698608,"[2155.77197265625, 3124.68896484375, 2724.92138671875, 3245.629150390625]",False,
30,0,cell,0.9483146071434021,"[2168.263427734375, 3477.024658203125, 2752.7685546875, 3610.4306640625]",False,
31,0,cell,0.9474539160728455,"[306.4031677246094, 2443.879638671875, 837.4439697265625, 2566.500732421875]",True,MEASUREMENT(mm)
32,0,cell,0.9473205804824829,"[1199.635498046875, 2440.307861328125, 1748.03564453125, 2562.361328125]",True,MEASUREMENT(mm)
33,0,cell,0.9471572637557983,"[1174.5018310546875, 3594.792236328125, 1763.3873291015625, 3720.609619140625]",False,
34,0,cell,0.9468819499015808,"[2137.217041015625, 2675.78125, 2692.8876953125, 2788.318115234375]",False,
35,0,cell,0.9461514353752136,"[2133.8251953125, 2563.164306640625, 2685.964111328125, 2679.810302734375]",False,
36,0,cell,0.9452745318412781,"[1188.93505859375, 2892.49365234375, 1754.07958984375, 3008.37939453125]",False,
37,0,cell,0.9444429278373718,"[1760.2630615234375, 3474.191162109375, 2025.7657470703125, 3601.00537109375]",False,
38,0,cell,0.9441969394683838,"[2672.790771484375, 2437.948486328125, 2940.42724609375, 2565.351318359375]",False,
39,0,cell,0.9440838694572449,"[1196.5843505859375, 2558.51220703125, 1749.4019775390625, 2674.88427734375]",False,
40,0,cell,0.943615198135376,"[289.9991760253906, 2670.376220703125, 828.6880493164062, 2783.23193359375]",False,
41,0,cell,0.9434569478034973,"[1193.9677734375, 2671.15234375, 1751.413330078125, 2784.613525390625]",False,
42,0,cell,0.9431660771369934,"[2707.353759765625, 3007.17236328125, 2990.840087890625, 3133.463134765625]",False,
43,0,cell,0.9428566694259644,"[1757.0106201171875, 3240.166015625, 2019.6480712890625, 3358.68896484375]",False,
44,0,cell,0.9426811933517456,"[2699.42919921875, 2896.2412109375, 2979.529052734375, 3011.84814453125]",False,
45,0,cell,0.9426325559616089,"[219.4181671142578, 3585.48583984375, 788.433837890625, 3710.617431640625]",False,
46,0,cell,0.9423353672027588,"[1753.8687744140625, 3006.453857421875, 2013.1666259765625, 3127.407470703125]",False,
47,0,cell,0.9423202276229858,"[788.396484375, 3466.35595703125, 1046.6318359375, 3593.1572265625]",False,
48,0,cell,0.9423117637634277,"[1750.2039794921875, 2782.414794921875, 2005.3447265625, 2895.72998046875]",False,
49,0,cell,0.9422504305839539,"[1751.874755859375, 2893.7783203125, 2009.10302734375, 3008.844970703125]",False,
50,0,cell,0.9421651363372803,"[1758.8079833984375, 3356.15673828125, 2022.37939453125, 3476.40087890625]",False,
51,0,cell,0.942101776599884,"[1755.685791015625, 3124.49169921875, 2016.362548828125, 3242.461181640625]",False,
52,0,cell,0.9411526918411255,"[2679.5771484375, 2561.043701171875, 2950.853271484375, 2679.48779296875]",False,
53,0,cell,0.9408592581748962,"[793.9951782226562, 3347.95458984375, 1050.1396484375, 3469.0634765625]",False,
54,0,cell,0.9405788779258728,"[2692.1201171875, 2785.243896484375, 2968.908203125, 2900.046630859375]",False,
55,0,cell,0.9401965141296387,"[297.7958068847656, 2562.306396484375, 834.4667358398438, 2674.569091796875]",False,
56,0,cell,0.9398539066314697,"[810.0110473632812, 3002.2646484375, 1059.9765625, 3122.162841796875]",False,
57,0,cell,0.9396284222602844,"[1745.897216796875, 2441.17822265625, 1995.1328125, 2564.115478515625]",False,
58,0,cell,0.9396030902862549,"[1201.0137939453125, 1130.90283203125, 2832.24951171875, 1247.5233154296875]",False,
59,0,cell,0.9394788146018982,"[277.284912109375, 1160.74365234375, 1203.5855712890625, 1252.616943359375]",False,
60,0,cell,0.9392565488815308,"[799.8392333984375, 3232.608154296875, 1053.58154296875, 3350.7578125]",False,
61,0,cell,0.9391499161720276,"[2716.824951171875, 3127.158935546875, 3001.826416015625, 3250.56787109375]",False,
62,0,cell,0.9390721917152405,"[2725.384033203125, 3245.64599609375, 3014.9423828125, 3367.5634765625]",False,
63,0,cell,0.9387725591659546,"[1761.0023193359375, 3599.042724609375, 2028.121337890625, 3723.385009765625]",False,
64,0,cell,0.938758909702301,"[1210.8414306640625, 642.2409057617188, 2796.381103515625, 763.5936889648438]",False,
65,0,cell,0.9386712908744812,"[805.3876342773438, 3119.42431640625, 1056.809326171875, 3235.76513671875]",False,
66,0,cell,0.93865966796875,"[2686.5771484375, 2675.353759765625, 2958.9716796875, 2788.125732421875]",False,
67,0,cell,0.9375983476638794,"[1746.838134765625, 2559.970703125, 1998.28955078125, 2676.323974609375]",False,
68,0,cell,0.9373136758804321,"[1748.7994384765625, 2672.087890625, 2001.7569580078125, 2785.9580078125]",False,
69,0,cell,0.9369859099388123,"[264.60516357421875, 1331.1591796875, 1200.8614501953125, 1421.3585205078125]",False,
70,0,cell,0.9365176558494568,"[271.5420837402344, 1245.8624267578125, 1202.00732421875, 1337.6395263671875]",False,
71,0,cell,0.9360593557357788,"[819.3672485351562, 2780.560302734375, 1066.81103515625, 2894.4853515625]",False,
72,0,cell,0.9357859492301941,"[815.1067504882812, 2892.322998046875, 1063.3021240234375, 3004.881103515625]",False,
73,0,cell,0.9357618689537048,"[834.516357421875, 2441.484375, 1076.7955322265625, 2565.151123046875]",False,
74,0,cell,0.9357525706291199,"[311.6768493652344, 670.8033447265625, 1212.7449951171875, 767.638427734375]",False,
75,0,cell,0.9349654316902161,"[283.6910095214844, 1074.770263671875, 1204.923095703125, 1167.389404296875]",False,
76,0,cell,0.9349240660667419,"[288.6277160644531, 990.05517578125, 1206.4052734375, 1082.4227294921875]",False,
77,0,cell,0.9346331357955933,"[2015.929931640625, 3240.392333984375, 2163.670654296875, 3358.7109375]",False,
78,0,cell,0.9345802068710327,"[785.9236450195312, 3590.519775390625, 1043.4830322265625, 3712.763427734375]",False,
79,0,cell,0.9329220056533813,"[2013.0103759765625, 3124.743896484375, 2159.64453125, 3241.78173828125]",False,
80,0,cell,0.9328159689903259,"[2019.13671875, 3356.78759765625, 2168.2958984375, 3477.200439453125]",False,
81,0,cell,0.9323233366012573,"[1993.16650390625, 2441.128662109375, 2133.40234375, 2566.4921875]",False,
82,0,cell,0.9319345951080322,"[2022.3787841796875, 3475.098388671875, 2172.64990234375, 3602.114501953125]",False,
83,0,cell,0.9318428039550781,"[1199.194091796875, 1221.9652099609375, 2840.392578125, 1335.543212890625]",False,
84,0,cell,0.9315746426582336,"[2005.613525390625, 2895.027587890625, 2150.55712890625, 3008.708984375]",False,
85,0,cell,0.9311436414718628,"[2009.0142822265625, 3006.66796875, 2155.96728515625, 3127.119873046875]",False,
86,0,cell,0.9308516383171082,"[96.38224792480469, 3458.807861328125, 235.3037872314453, 3586.026123046875]",False,
87,0,cell,0.9308143854141235,"[2734.584716796875, 3361.23974609375, 3022.824462890625, 3490.18798828125]",False,
88,0,cell,0.9304836392402649,"[823.6099853515625, 2671.617431640625, 1071.4091796875, 2783.1796875]",False,
89,0,cell,0.9303711652755737,"[106.94369506835938, 3342.109130859375, 245.53297424316406, 3461.35595703125]",False,
90,0,cell,0.930067777633667,"[3.074249267578125, 3698.77978515625, 3022.55517578125, 3978.323486328125]",False,
91,0,cell,0.9298537969589233,"[2002.12939453125, 2784.453857421875, 2145.91259765625, 2896.076171875]",False,
92,0,cell,0.9296784996986389,"[114.20179748535156, 3228.818115234375, 253.1460723876953, 3344.865234375]",False,
93,0,cell,0.9295066595077515,"[2025.63037109375, 3600.70068359375, 2176.56298828125, 3725.401123046875]",False,
94,0,cell,0.9289438128471375,"[1043.2275390625, 3468.698974609375, 1178.4476318359375, 3594.2763671875]",False,
95,0,cell,0.9289344549179077,"[181.2253875732422, 2445.169921875, 311.5033264160156, 2566.02880859375]",False,
96,0,cell,0.9288157820701599,"[133.65504455566406, 2998.365234375, 272.0920715332031, 3116.105712890625]",False,
97,0,cell,0.9285839200019836,"[828.8905029296875, 2561.2685546875, 1074.4697265625, 2674.425048828125]",False,
98,0,cell,0.9284164309501648,"[123.1878890991211, 3113.768798828125, 263.6417541503906, 3230.843505859375]",False,
99,0,cell,0.9273372888565063,"[305.57373046875, 762.411376953125, 1211.8740234375, 849.7110595703125]",False,
100,0,cell,0.9272426962852478,"[1047.009033203125, 3350.383544921875, 1180.78271484375, 3470.544921875]",False,
101,0,cell,0.9269400238990784,"[1041.266357421875, 3592.546630859375, 1176.5966796875, 3714.01513671875]",False,
102,0,cell,0.926805853843689,"[1998.6201171875, 2674.685546875, 2141.54248046875, 2786.90087890625]",False,
103,0,cell,0.9260112643241882,"[1074.36767578125, 2440.5458984375, 1201.4205322265625, 2562.345458984375]",False,
104,0,cell,0.9257438778877258,"[87.72644805908203, 3583.10107421875, 225.4458770751953, 3704.772216796875]",False,
105,0,cell,0.9255462884902954,"[1050.73388671875, 3234.8349609375, 1183.7352294921875, 3352.57177734375]",False,
106,0,cell,0.9254971146583557,"[1056.713134765625, 3004.46337890625, 1188.22216796875, 3123.319580078125]",False,
107,0,cell,0.9252221584320068,"[1995.541748046875, 2563.6728515625, 2137.201904296875, 2677.93994140625]",False,
108,0,cell,0.9247153401374817,"[144.28717041015625, 2887.7177734375, 281.379638671875, 3000.76708984375]",False,
109,0,cell,0.9246863722801208,"[162.63905334472656, 2671.477294921875, 297.57623291015625, 2782.38916015625]",False,
110,0,cell,0.9243133664131165,"[1063.40869140625, 2780.3876953125, 1194.1014404296875, 2894.19482421875]",False,
111,0,cell,0.9242599010467529,"[1060.040283203125, 2892.390869140625, 1190.9765625, 3006.138916015625]",False,
112,0,cell,0.9239979982376099,"[153.83047485351562, 2779.307373046875, 289.2708435058594, 2890.62451171875]",False,
113,0,cell,0.9237867593765259,"[1053.9229736328125, 3121.183349609375, 1186.1290283203125, 3237.427490234375]",False,
114,0,cell,0.9231311082839966,"[171.78729248046875, 2563.462646484375, 304.9897766113281, 2674.00146484375]",False,
115,0,cell,0.9222493767738342,"[1210.314208984375, 733.9716186523438, 2805.648193359375, 843.3494873046875]",False,
116,0,cell,0.9200736880302429,"[1070.8009033203125, 2560.029296875, 1199.2100830078125, 2673.747314453125]",False,
117,0,cell,0.9192485213279724,"[185.4461212158203, 2345.103759765625, 2933.06689453125, 2451.33642578125]",False,
118,0,cell,0.9148727059364319,"[1067.4146728515625, 2671.5537109375, 1197.0440673828125, 2782.755859375]",False,
119,0,cell,0.9099200963973999,"[2744.718017578125, 3483.93603515625, 3023.813232421875, 3614.689697265625]",False,
120,0,cell,0.8965703248977661,"[2754.236328125, 3609.772705078125, 3023.841796875, 3737.11328125]",False,
121,0,cell,0.8725761771202087,"[1202.8118896484375, 1051.794677734375, 2825.5322265625, 1162.4866943359375]",False,
122,0,cell,0.8292237520217896,"[1203.9654541015625, 985.2084350585938, 1645.4798583984375, 1076.3287353515625]",False,
123,0,cell,0.8269529938697815,"[325.4322509765625, 350.51751708984375, 2787.1435546875, 595.403076171875]",False,
124,0,cell,0.7698003053665161,"[1641.23095703125, 979.6025390625, 1915.4908447265625, 1069.9163818359375]",False,
125,0,cell,0.7378563284873962,"[318.7481384277344, 470.7357177734375, 2787.10986328125, 593.9950561523438]",False,
126,0,cell,0.5448300242424011,"[1205.08251953125, 966.8009033203125, 2818.7685546875, 1076.52099609375]",False,
127,0,cell,0.5069722533226013,"[211.14906311035156, 0, 2975.682861328125, 440.880859375]",False,
128,0,cell,0.5028497576713562,"[1914.0091552734375, 965.7259521484375, 2817.991943359375, 1063.9906005859375]",False,
129,0,cell,0.341684490442276,"[12.268247604370117, 3914.654541015625, 3010.75244140625, 4032]",False,
